Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Volvo,XC,2002,premium unleaded (required),197,5,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,Wagon,23,17,870,36500
Pontiac,Firebird,2002,premium unleaded (required),310,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Performance",Midsize,Convertible,23,16,210,32095
Mitsubishi,Diamante,2002,premium unleaded (required),205,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,23,16,436,28447
Pontiac,Firebird,2002,premium unleaded (required),310,8,AUTOMATIC,rear wheel drive,2,"Hatchback,Factory Tuner,Performance",Midsize,2dr Hatchback,23,16,210,28025
Mitsubishi,Diamante,2002,premium unleaded (required),210,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,23,16,436,26997
Pontiac,Firebird,2002,premium unleaded (required),310,8,AUTOMATIC,rear wheel drive,2,"Hatchback,Performance",Midsize,2dr Hatchback,23,16,210,25995
Mitsubishi,Diamante,2002,premium unleaded (required),205,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,23,16,436,25687
Infiniti,G20,2002,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,Luxury,Compact,Sedan,23,20,190,22195
Chevrolet,S-10,2002,flex-fuel (unleaded/E85),120,4,AUTOMATIC,rear wheel drive,3,Flex Fuel,Compact,Extended Cab Pickup,23,17,1385,21474
Chevrolet,S-10,2002,flex-fuel (unleaded/E85),120,4,AUTOMATIC,rear wheel drive,2,Flex Fuel,Compact,Regular Cab Pickup,23,17,1385,19434
Chevrolet,S-10,2002,flex-fuel (unleaded/E85),120,4,AUTOMATIC,rear wheel drive,3,Flex Fuel,Compact,Extended Cab Pickup,23,17,1385,19209
Suzuki,Vitara,2002,regular unleaded,127,4,AUTOMATIC,four wheel drive,4,N/A,Compact,4dr SUV,23,20,481,19199
Chrysler,Voyager,2002,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,23,17,1013,19155
Chevrolet,Tracker,2002,regular unleaded,127,4,MANUAL,four wheel drive,2,N/A,Compact,Convertible SUV,23,20,1385,19060
Suzuki,Vitara,2002,regular unleaded,127,4,MANUAL,four wheel drive,4,N/A,Compact,4dr SUV,23,20,481,18199
Suzuki,Vitara,2002,regular unleaded,127,4,AUTOMATIC,four wheel drive,2,N/A,Compact,Convertible SUV,23,20,481,17999
Chevrolet,Tracker,2002,regular unleaded,127,4,MANUAL,four wheel drive,4,N/A,Compact,4dr SUV,23,20,1385,17890
Suzuki,Vitara,2002,regular unleaded,127,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,4dr SUV,23,20,481,17799
Chevrolet,Tracker,2002,regular unleaded,127,4,MANUAL,four wheel drive,2,N/A,Compact,Convertible SUV,23,20,1385,17200
Chevrolet,S-10,2002,flex-fuel (unleaded/E85),120,4,AUTOMATIC,rear wheel drive,2,Flex Fuel,Compact,Regular Cab Pickup,23,17,1385,17169
GMC,Sonoma,2002,flex-fuel (unleaded/E85),120,4,AUTOMATIC,rear wheel drive,3,Flex Fuel,Compact,Extended Cab Pickup,23,17,549,17093
Suzuki,Vitara,2002,regular unleaded,127,4,MANUAL,four wheel drive,2,N/A,Compact,Convertible SUV,23,20,481,16999
Suzuki,Vitara,2002,regular unleaded,127,4,MANUAL,rear wheel drive,4,N/A,Compact,4dr SUV,23,20,481,16799
Suzuki,Vitara,2002,regular unleaded,127,4,AUTOMATIC,rear wheel drive,2,N/A,Compact,Convertible SUV,23,20,481,16599
GMC,Sonoma,2002,flex-fuel (unleaded/E85),120,4,AUTOMATIC,rear wheel drive,2,Flex Fuel,Compact,Regular Cab Pickup,23,17,549,15420
Chevrolet,S-10,2002,flex-fuel (unleaded/E85),120,4,AUTOMATIC,rear wheel drive,2,Flex Fuel,Compact,Regular Cab Pickup,23,17,1385,15406
GMC,Sonoma,2002,flex-fuel (unleaded/E85),120,4,AUTOMATIC,rear wheel drive,2,Flex Fuel,Compact,Regular Cab Pickup,23,17,549,15093
Mitsubishi,Diamante,2003,premium unleaded (required),205,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,23,16,436,28447
Mitsubishi,Diamante,2003,premium unleaded (required),210,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,23,16,436,27097
Mitsubishi,Diamante,2003,premium unleaded (required),205,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,23,16,436,25997
Chevrolet,Tracker,2003,regular unleaded,127,4,MANUAL,four wheel drive,2,N/A,Compact,Convertible SUV,23,20,1385,19580
Chevrolet,Tracker,2003,regular unleaded,127,4,MANUAL,four wheel drive,4,N/A,Compact,4dr SUV,23,20,1385,18430
Suzuki,Vitara,2003,regular unleaded,127,4,MANUAL,four wheel drive,4,N/A,Compact,4dr SUV,23,20,481,18199
Chevrolet,Tracker,2003,regular unleaded,127,4,MANUAL,four wheel drive,2,N/A,Compact,Convertible SUV,23,20,1385,17730
GMC,Sonoma,2003,flex-fuel (unleaded/E85),120,4,AUTOMATIC,rear wheel drive,2,Flex Fuel,Compact,Regular Cab Pickup,23,17,549,17670
Chevrolet,S-10,2003,flex-fuel (unleaded/E85),120,4,AUTOMATIC,rear wheel drive,2,Flex Fuel,Compact,Regular Cab Pickup,23,17,1385,17570
Suzuki,Vitara,2003,regular unleaded,127,4,MANUAL,four wheel drive,2,N/A,Compact,Convertible SUV,23,20,481,16999
Suzuki,Vitara,2003,regular unleaded,127,4,MANUAL,rear wheel drive,4,N/A,Compact,4dr SUV,23,20,481,16799
Chevrolet,S-10,2003,flex-fuel (unleaded/E85),120,4,AUTOMATIC,rear wheel drive,2,Flex Fuel,Compact,Regular Cab Pickup,23,17,1385,16220
GMC,Sonoma,2003,flex-fuel (unleaded/E85),120,4,AUTOMATIC,rear wheel drive,2,Flex Fuel,Compact,Regular Cab Pickup,23,17,549,16220
Lexus,LS 430,2004,premium unleaded (required),290,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,23,16,454,55375
Lincoln,LS,2004,premium unleaded (required),280,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,23,15,61,43370
Lincoln,LS,2004,premium unleaded (required),280,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,23,15,61,39970
Lexus,GS 300,2004,premium unleaded (required),220,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,23,16,454,38875
Mazda,MPV,2004,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,23,16,586,28460
Mitsubishi,Diamante,2004,premium unleaded (required),205,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,23,15,436,27619
Mitsubishi,Diamante,2004,premium unleaded (required),210,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,23,15,436,26819
Mitsubishi,Diamante,2004,premium unleaded (required),205,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,23,15,436,24999
Mazda,MPV,2004,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,23,16,586,23490
Lexus,LS 430,2005,premium unleaded (required),290,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,23,16,454,56225
Lexus,GS 300,2005,premium unleaded (required),220,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,23,16,454,38875
Lexus,RX 330,2005,regular unleaded,230,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,23,17,454,36025
Buick,Terraza,2005,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,155,31170
Lexus,IS 300,2005,premium unleaded (required),215,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Compact,Wagon,23,16,454,31105
Lexus,IS 300,2005,premium unleaded (required),215,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Compact,Sedan,23,16,454,31105
Pontiac,Montana,2005,regular unleaded,185,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,210,30420
Lexus,IS 300,2005,premium unleaded (required),215,6,MANUAL,rear wheel drive,4,"Luxury,Performance",Compact,Sedan,23,16,454,29735
Mazda,MPV,2005,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,23,16,586,28515
Buick,Terraza,2005,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,155,28110
Ford,Five Hundred,2005,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,23,17,5657,28090
Pontiac,Montana,2005,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,210,27890
Pontiac,Montana,2005,regular unleaded,185,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,210,26040
Ford,Five Hundred,2005,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,23,17,5657,25965
Pontiac,Montana,2005,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,210,24520
Subaru,Baja,2005,premium unleaded (required),210,4,MANUAL,all wheel drive,4,Crossover,Compact,Crew Cab Pickup,23,17,640,24345
Ford,Five Hundred,2005,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,23,17,5657,23965
Mazda,MPV,2005,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,23,16,586,22950
Mazda,MPV,2005,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,23,16,586,22115
Lexus,LS 430,2006,premium unleaded (required),278,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,23,16,454,56525
Lexus,GS 430,2006,premium unleaded (required),300,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,23,16,454,51375
Lincoln,LS,2006,regular unleaded,280,8,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,23,16,61,39285
Chrysler,Crossfire,2006,premium unleaded (required),215,6,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,23,15,1013,38545
Lexus,RX 330,2006,regular unleaded,223,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,23,17,454,36370
Chrysler,Crossfire,2006,premium unleaded (required),215,6,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,23,15,1013,34195
Chrysler,Crossfire,2006,premium unleaded (required),215,6,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,23,15,1013,34185
Infiniti,G35,2006,regular unleaded,280,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,23,17,190,33200
Infiniti,G35,2006,regular unleaded,280,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,23,17,190,31450
Dodge,Magnum,2006,regular unleaded,340,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Wagon,23,15,1851,30855
Chevrolet,Uplander,2006,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,1385,30250
Mazda,Mazdaspeed 6,2006,premium unleaded (required),274,4,MANUAL,all wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,23,17,586,29925
Buick,Terraza,2006,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,155,29750
Chrysler,Crossfire,2006,premium unleaded (required),215,6,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,23,15,1013,29145
Mazda,MPV,2006,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,23,16,586,28515
Chevrolet,Uplander,2006,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,1385,28250
Ford,Five Hundred,2006,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,23,17,5657,28230
Mazda,Mazdaspeed 6,2006,premium unleaded (required),274,4,MANUAL,all wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,23,17,586,27995
Buick,Terraza,2006,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,155,27250
Chevrolet,Uplander,2006,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,1385,26250
Ford,Five Hundred,2006,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,23,17,5657,26080
Subaru,Baja,2006,premium unleaded (required),210,4,MANUAL,all wheel drive,4,Crossover,Compact,Crew Cab Pickup,23,17,640,24595
Buick,Rendezvous,2006,regular unleaded,195,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,23,17,155,24280
Pontiac,Montana SV6,2006,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,210,24250
Ford,Five Hundred,2006,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,23,17,5657,24080
Mazda,MPV,2006,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,23,16,586,22950
Chevrolet,Uplander,2006,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,1385,22750
Chevrolet,Uplander,2006,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,1385,22750
Mazda,MPV,2006,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,23,16,586,22115
Chevrolet,Uplander,2006,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Cargo Minivan,23,16,1385,21150
Chevrolet,Uplander,2006,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,23,16,1385,19250
Chevrolet,Uplander,2006,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,23,16,1385,19250
Lexus,GS 430,2007,premium unleaded (required),290,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,23,16,454,52375
Nissan,350Z,2007,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17,2009,41250
Chrysler,Crossfire,2007,premium unleaded (required),215,6,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,23,15,1013,38955
Nissan,350Z,2007,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17,2009,38900
Nissan,350Z,2007,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17,2009,36550
Chrysler,Crossfire,2007,premium unleaded (required),215,6,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,23,15,1013,34595
Chrysler,Crossfire,2007,premium unleaded (required),215,6,MANUAL,rear wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,23,15,1013,34560
Infiniti,G35,2007,premium unleaded (required),293,6,MANUAL,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,23,17,190,34050
Infiniti,G35,2007,premium unleaded (required),306,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,23,17,190,33950
Infiniti,G35,2007,premium unleaded (required),275,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,23,16,190,33450
Chevrolet,Uplander,2007,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,23,16,1385,33050
Dodge,Magnum,2007,regular unleaded,340,8,AUTOMATIC,rear wheel drive,4,Performance,Large,Wagon,23,15,1851,31515
Buick,Terraza,2007,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,23,16,155,30780
Mazda,Mazdaspeed 6,2007,premium unleaded (required),274,4,MANUAL,all wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,23,17,586,29925
Chrysler,Crossfire,2007,premium unleaded (required),215,6,MANUAL,rear wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,23,15,1013,29510
Chevrolet,Uplander,2007,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,23,16,1385,29350
Hyundai,Entourage,2007,regular unleaded,242,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,1439,28895
Buick,Rendezvous,2007,regular unleaded,196,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,23,17,155,28765
Ford,Five Hundred,2007,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,23,17,5657,28460
Buick,Terraza,2007,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,23,16,155,28000
Mazda,Mazdaspeed 6,2007,premium unleaded (required),274,4,MANUAL,all wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,23,17,586,27995
Chevrolet,Uplander,2007,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,23,16,1385,27405
Buick,Terraza,2007,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,23,16,155,26660
Hyundai,Entourage,2007,regular unleaded,242,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,1439,26395
Buick,Rendezvous,2007,regular unleaded,196,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,23,17,155,25190
Ford,Five Hundred,2007,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,23,17,5657,24885
Chrysler,Pacifica,2007,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,23,16,1013,24460
Pontiac,Torrent,2007,regular unleaded,185,6,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,23,17,210,23965
Hyundai,Entourage,2007,regular unleaded,242,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,1439,23895
Chevrolet,Uplander,2007,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,23,16,1385,23280
Chevrolet,Uplander,2007,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,23,16,1385,23280
Chevrolet,Uplander,2007,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Cargo Minivan,23,16,1385,22105
Hyundai,Tiburon,2007,regular unleaded,172,6,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,23,20,1439,20495
Chevrolet,Uplander,2007,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Compact,Passenger Minivan,23,16,1385,20205
Chevrolet,Uplander,2007,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Compact,Passenger Minivan,23,16,1385,20205
Lexus,SC 430,2008,premium unleaded (required),288,8,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,23,16,454,66355
BMW,Z4 M,2008,premium unleaded (required),330,6,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,23,15,3916,52400
BMW,Z4 M,2008,premium unleaded (required),330,6,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,23,15,3916,50400
Infiniti,M35,2008,premium unleaded (required),275,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,23,16,190,43900
Nissan,350Z,2008,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17,2009,41980
Nissan,350Z,2008,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17,2009,39630
Chrysler,Crossfire,2008,premium unleaded (required),215,6,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,23,15,1013,39130
Nissan,350Z,2008,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17,2009,37280
Infiniti,EX35,2008,premium unleaded (recommended),297,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,23,16,190,36850
Infiniti,G35,2008,premium unleaded (required),306,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,23,17,190,34750
Chrysler,Crossfire,2008,premium unleaded (required),215,6,MANUAL,rear wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,23,15,1013,34735
Chrysler,Pacifica,2008,regular unleaded,253,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,23,15,1013,34150
Infiniti,EX35,2008,premium unleaded (recommended),297,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,23,16,190,33300
Volkswagen,R32,2008,premium unleaded (required),250,6,AUTOMATED_MANUAL,all wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,23,18,873,32990
Dodge,Magnum,2008,regular unleaded,340,8,AUTOMATIC,rear wheel drive,4,Performance,Large,Wagon,23,15,1851,31780
Hyundai,Entourage,2008,regular unleaded,250,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,1439,29895
Chevrolet,Uplander,2008,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,23,16,1385,29330
Chrysler,Pacifica,2008,regular unleaded,253,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,23,15,1013,28265
Chevrolet,Uplander,2008,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,23,16,1385,24250
Chevrolet,Uplander,2008,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,23,16,1385,24250
Hyundai,Entourage,2008,regular unleaded,250,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,1439,23995
Chevrolet,Uplander,2008,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Cargo Minivan,23,16,1385,23080
Chevrolet,Uplander,2008,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Compact,Passenger Minivan,23,16,1385,21540
Chevrolet,Uplander,2008,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Compact,Passenger Minivan,23,16,1385,21540
Cadillac,XLR-V,2009,premium unleaded (required),443,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,23,14,1624,104215
Lexus,SC 430,2009,premium unleaded (required),288,8,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,23,16,454,66805
Cadillac,DTS,2009,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,1624,51460
Cadillac,DTS,2009,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,1624,49730
Cadillac,DTS,2009,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,1624,49230
Cadillac,DTS,2009,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,1624,47625
Cadillac,DTS,2009,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,1624,46280
Nissan,350Z,2009,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17,2009,42570
Infiniti,FX35,2009,premium unleaded (required),303,6,AUTOMATIC,rear wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,23,16,190,42150
Nissan,350Z,2009,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17,2009,40220
Nissan,350Z,2009,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17,2009,37870
Infiniti,EX35,2009,premium unleaded (recommended),297,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,23,16,190,37400
Infiniti,EX35,2009,premium unleaded (recommended),297,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,23,16,190,35200
